id,created_at,source,original_text,clean_text,favorite_count,retweet_count,hashtags,trend
1649890128523931648,2023-04-22 21:37:14+00:00,Twitter Web App,"Opinion: Every Day is Earth Day for Water Agencies in San Diego County

#EarthDay

https://t.co/QINEHlS3j9",Opinion Every Day Earth Day Water Agencies San Diego County EarthDay,0,0,EarthDay,Earth Day
1649890128041594880,2023-04-22 21:37:14+00:00,Twitter for Android,"RT @XRLondon: ⚡️ - Day 2  

Extinction Rebellion links up with Earth Day organisers for #biodiversity march in Westminster  

👀🌏💚https://t.…",Day Extinction Rebellion links Earth Day organisers biodiversity march Westminster,0,30,biodiversity,Earth Day
1649890105547472896,2023-04-22 21:37:09+00:00,Twitter for iPhone,Happy Earth Day! #EarthDay #Fooji #PaneraBread,Happy Earth Day EarthDay Fooji PaneraBread,0,0,"EarthDay, Fooji, PaneraBread",Earth Day
1649890092427927552,2023-04-22 21:37:06+00:00,Twitter for Android,"Earth Day is everyday!
Take care of our Planet!!!
#EarthDay https://t.co/epVhx6GvAp",Earth Day everyday Take care Planet EarthDay,0,0,EarthDay,Earth Day
1649890081019428864,2023-04-22 21:37:03+00:00,Twitter Web App,"Protect Our Home 📷📷
Earth Day Reminder: Let's Not Treat Our Planet Like a Trash Bag! 📷📷 #EasternGarments… https://t.co/ofiLgKD8JF",Protect Our Home Earth Day Reminder Lets Not Treat Our Planet Like Trash Bag EasternGarments,0,0,EasternGarments,Earth Day
1649890071120601088,2023-04-22 21:37:01+00:00,Twitter for iPhone,"https://t.co/spPZmd12Bq

Happy Earth Day、#小池百合子都知事 ！",Happy Earth Day,0,0,小池百合子都知事,Earth Day
1649890069153554433,2023-04-22 21:37:00+00:00,Sprout Social,Happy #EarthDay! Nuclear energy can keep communities—and the planet—running reliably and cleanly. Don't believe us?… https://t.co/UHpqZDLVtI,Happy EarthDay Nuclear energy keep communitiesand planetrunning reliably cleanly Dont believe us,0,0,EarthDay,Earth Day
1649890067194822659,2023-04-22 21:37:00+00:00,Twitter Web App,"RT @TOFIEmusic: ❖ #gardenofTOFIE ❖

Happy Earth Day 🌎🍃🌿

I composed this small song to honor our beautiful Mother Earth.

Thank you for sup…",gardenofTOFIE Happy Earth Day I composed small song honor beautiful Mother Earth Thank sup,0,44,gardenofTOFIE,Earth Day
1649890052162428928,2023-04-22 21:36:56+00:00,Twitter for iPhone,RT @RNAO: RNAO marks #EarthDay to remind us that our planet is facing dual climate and extinction emergencies. Unless we dramatically chang…,RNAO marks EarthDay remind us planet facing dual climate extinction emergencies Unless dramatically chang,0,3,EarthDay,Earth Day
1649890050342019075,2023-04-22 21:36:56+00:00,Twitter Web App,"RT @emma_j_designs: Celebrating Earth Day and making our world a happier, healthier place to live 🌏🌷🐞#earthday2023 #EarthDay #EarthDayEvery…",Celebrating Earth Day making world happier healthier place live earthday2023 EarthDay EarthDayEvery,0,2,"earthday2023, EarthDay",Earth Day
